Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
0,0.0,0,0.0,25,7.322195860085635,0.0,0.023716526617316044,0.0,0.0,2,2,3,11,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,6.448150724720543,0,0.0,33,5.883014607981085,0.0,0.0078637366168725,0.0,0.0,3,2,7,4,0,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0,0.0,57,6.995771537242754,0.006993035630343405,0.02749380169184459,0.0,0.0,2,2,6,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,2.6390573296152584,0,0.0,19,6.459009799833385,0.009478744426241886,0.04196419923601844,2.6483556374808694,0.0,2,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,4.0163830207523885,0,0.0,6,5.0089672369955585,0.021978906501383937,0.03278982250041022,0.0,0.0,3,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
8,4.069026754237811,0,0.0,44,6.741503902326315,0.004246290733146023,0.012685159086139262,3.010499297868021,0.6,2,2,1,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,10,5.552959584921617,0.0,0.009950330853168083,0.0,0.0,2,5,2,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
2,4.5217885770490405,0,0.0,94,8.455274473781392,0.0,0.01750545552218457,0.0,0.0,2,2,5,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,18,5.972748828827133,0.0,0.0246926125903715,0.0,0.0,2,2,7,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,20,6.242871563630242,0.0,0.015240415628400937,0.0,0.0,2,2,3,2,0,False,True,False,False,False,False,False,False,False,False,False,False,True
5,5.241747015059643,0,0.0,25,7.082093665734409,0.0,0.0061319550766763455,3.6349303807389233,0.6,2,10,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,3.2188758248682006,1,5.480638923341991,11,6.7339969528486705,0.016529302279079415,0.048790164169432,0.0,0.0,1,1,4,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,14,6.956593061065437,0.0,0.016529302279079415,0.0,0.0,3,2,1,20,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,12,4.35242616494051,0.016529302279079415,0.03681397312271631,0.0,0.0,2,2,3,13,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,4,4.22683374526818,0.0,0.048790164169432,0.0,0.6,2,2,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
2,3.258096538021482,0,0.0,6,4.189654742026425,0.0,0.0246926125903715,0.0,0.0,2,2,1,2,1,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.0,0,0.0,19,7.27320824996367,0.025975485941722196,0.039558037983632145,0.0,0.0,1,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,7,4.869455680633476,0.0,0.03278982250041022,0.0,0.0,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,True,False,False
3,4.04305126783455,0,0.0,61,7.421170404093653,0.00803217156926426,0.025451858924061162,0.0,0.0,1,1,7,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
8,5.767699809459985,3,5.10594547390058,107,8.40023468004626,0.0011689075612902953,0.013061149611495262,0.0,0.0,2,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,11,6.305818978475576,0.035718082251202043,0.0531098257449829,0.0,0.0,2,2,5,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,15,6.08601686412502,0.022814677690983377,0.03872749442553463,0.0,0.0,1,1,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,4.532599493153256,0,0.0,91,8.332457723401475,0.002549937145157229,0.021908306835357775,0.0,0.0,1,2,1,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True
4,5.499951234374364,0,0.0,12,7.136483208590247,0.0,0.01857638557293541,0.0,0.0,2,2,3,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False
1,4.22683374526818,0,0.0,12,6.385615895315873,0.0,0.018018505324106884,5.3930133104753954,0.0,1,1,5,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,9,5.523099574530755,0.021978906501383937,0.005115100539219407,0.0,0.0,1,2,1,4,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,3.2771447329921766,0,0.0,0,0.0,0.0,0.06453852145007118,0.0,0.0,1,1,8,8,0,False,False,False,False,False,False,False,True,False,False,True,False,False
11,6.970730078143525,1,2.3978952727983707,58,8.247316109698287,0.010550211284957586,0.027672716933366315,1.9769997422837426,0.0,2,5,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True
6,5.167394813084245,2,3.2268439945173775,107,7.432039567245008,0.0,0.016274674126461233,1.219640317634127,0.0,2,4,1,2,1,False,False,False,False,True,False,False,False,False,False,False,False,True
2,4.185859671057874,0,0.0,44,7.055292299556685,0.0,0.013857034294453735,0.0,0.0,2,2,1,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
4,5.785362461648624,0,0.0,30,7.284672295901551,0.0,0.008979174284732891,3.4344026778415566,0.0,2,2,4,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,3,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,20,5.622813412243016,0.06453852145007118,0.10868830591661392,0.0,0.0,2,2,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.6,4,2,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,3.374168709274236,1,0.0,114,8.058983661386174,0.017544309607431235,0.04169477034061028,0.0,0.0,2,2,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,8,6.436273634970506,0.0,0.010825545760642544,0.0,0.0,3,2,4,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,16,5.36970736263471,0.006230549750636075,0.06648974126883292,0.0,0.0,2,2,1,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,3,5.545177444479562,0.0,0.06453852145007118,0.0,0.0,2,2,3,4,0,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1.749199854809259,2,4.3694478524670215,67,7.116504939903435,0.002980628510161609,0.010959623326318465,0.0,0.0,2,6,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
7,5.988961416889864,0,0.0,27,6.648094689579078,0.006042314395721659,0.02985296285556351,2.402602586899218,0.0,1,8,3,3,0,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,1,0.0,0,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,1,1,3,15,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,17,7.423361763797754,0.03846628056364512,0.04995661693214941,0.0,0.0,3,2,3,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
3,5.302060352826871,0,0.0,8,5.806339062981293,0.0,0.0033277897604487554,0.0,0.0,3,2,2,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,4.065602093356446,0,0.0,25,6.1938269926400356,0.021202207231022563,0.06533539760966078,0.0,0.0,2,5,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0,0.0,1,3.7495040759303713,0.12516314265988837,0.1397619423751587,0.0,0.0,3,2,3,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True
5,4.846153655430632,0,0.0,15,5.661280829687579,0.005249355990855771,0.017391743056696773,0.0,0.0,1,1,2,10,0,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,6,4.2520603082138555,0.0,0.04348511151420691,0.0,0.0,2,2,4,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,7.306559362978038,0,0.0,12,6.78083058540847,0.0,0.005540180817604321,0.0,0.0,2,2,4,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2.8213788864092133,3,4.593097604753822,32,7.102211248432092,0.005390848231650622,0.02403319912753353,0.821240180963332,0.0,2,2,3,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,14,5.346631226826587,0.0,0.01418463471026629,0.0,0.0,1,8,4,11,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,8,4.914491433543353,0.0,0.048790164169432,0.0,0.0,2,2,9,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,4.3694478524670215,0,0.0,22,5.786897381366708,0.0,0.007220248160537426,3.00089371437153,0.0,4,1,3,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True
15,5.62369414596982,6,6.409763613196232,47,7.503766148875281,0.007349971659725256,0.018910861163480373,2.343465210401133,0.0,3,2,4,6,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,3,3.353406717825807,11,7.063208375724724,0.03030534971920955,0.039590466901322716,0.0,0.0,3,2,2,2,0,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0,0.0,11,6.1301389417957415,0.0,0.007380106893210795,0.0,0.0,1,1,1,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
3,5.149672336113466,0,0.0,29,7.204109461502937,0.03509132008713217,0.03438574157016652,0.0,0.0,3,2,8,13,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,4.758749273916392,2,6.223072176834322,61,7.539703119262875,0.0,0.013259466451267191,0.7110317484773142,0.0,2,2,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,3.5409593240373143,0,0.0,18,7.064759027791802,0.0,0.011696039879470347,4.014265222863743,0.0,2,4,7,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,65,7.566576052628194,0.0,0.024817682817545046,0.0,0.0,2,2,3,2,0,False,True,False,False,False,False,False,False,False,False,False,False,True
1,4.952299717083292,0,0.0,19,7.297203916807338,0.020165669231618014,0.042420715564463335,2.8892390666435643,0.0,3,2,2,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,3.8372994592322094,0,0.0,15,4.752727750345706,0.0,0.0246926125903715,0.0,0.0,2,2,3,4,0,False,False,False,True,False,False,False,False,False,False,True,False,False
4,5.5254529391317835,0,0.0,11,6.037870919922137,0.0,0.01418463471026629,0.0,0.0,2,2,1,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False
6,5.049856007249537,0,0.0,84,7.850579225864139,0.0,0.007547206056435543,2.8658026980200644,0.0,2,2,7,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,6,4.74493212836325,0.0,0.03278982250041022,0.0,0.0,2,2,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,3,2.772588722239781,0.0,0.06453852145007118,0.0,0.2,1,1,3,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,5,5.480638923341991,0.0,0.039220713153281295,0.0,0.0,2,2,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
8,5.93624994416648,3,5.583496308781699,60,7.632348301562825,0.013912433723200128,0.026233046975278437,0.9951267363895852,0.0,1,1,4,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,3,2.833213344056216,35,7.391887790697377,0.0078637366168725,0.039347223419750825,0.0,0.0,2,2,1,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True
5,5.0647025151560054,0,0.0,76,8.275016175229576,0.0008654264105119092,0.013583049286824453,0.0,0.0,2,2,8,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True
1,4.969813299576001,4,3.8918202981106265,16,5.813383984571282,0.0,0.0033277897604487554,0.0,0.0,1,1,1,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,5.175773013601548,0,0.0,28,6.576774602743557,0.00586511951087761,0.01691495610167825,0.0,1.0,2,2,5,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,5,4.990432586778736,0.13685918300789496,0.17114825647672827,0.0,0.0,3,2,7,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,38,7.723356052478628,0.00210305003921577,0.03589760929321597,0.0,0.2,2,2,1,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0,0.0,16,7.60489448081162,0.01857638557293541,0.05275056570173446,0.0,0.0,1,1,3,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,3,4.406719247264253,0.0,0.06453852145007118,0.0,0.0,1,1,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
7,4.983606621708336,1,3.6506582412937387,130,8.566718609220457,0.004402061693463449,0.011938258565383456,0.5193820382224035,0.0,2,2,4,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,21,5.267342562248606,0.05741090712750212,0.09943389739970955,0.0,0.0,2,2,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,17,6.477003131647089,0.0,0.017493157620927586,0.0,0.0,2,4,3,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True
2,3.295836866004329,0,0.0,4,6.456769655572163,0.0,0.0246926125903715,0.0,0.2,3,2,1,19,0,False,False,False,False,False,False,True,False,False,False,False,False,True
4,6.667232411821827,0,0.0,8,6.113239604033903,0.016529302279079415,0.016529302279079415,0.0,0.0,3,2,3,5,0,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0,0.0,14,6.010940323690365,0.021202207231022563,0.07674055849828446,0.0,0.0,4,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True
1,2.1972245773362196,0,0.0,51,7.114904940812964,0.0,0.019048194744279386,0.0,0.6,2,5,4,6,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,3,2,4,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,2,4.051784947803305,0.0,0.048790164169432,0.0,0.0,8,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,4,4.68213122712422,0.0,0.048790164169432,0.0,0.8,2,5,3,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,6,5.749392985908253,0.0,0.048790164169432,0.0,0.0,2,4,3,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,9,4.983606621708336,0.06453852145007118,0.11531084631297459,0.0,0.8,3,2,1,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
10,6.2292767712630095,1,1.791759469228055,58,7.835692894225281,0.0013178123038150259,0.005566894051951113,1.8798492947468537,0.0,3,2,3,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
17,5.392452797514156,4,6.69641677311769,74,8.186671589477442,0.019574603261459725,0.015489287224971072,0.0,0.0,3,2,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,3.657130755799356,1,2.3978952727983707,24,5.6185876285929695,0.0,0.0066445430497944075,0.0,0.0,2,2,1,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,3,4.324132656254979,0.06453852145007118,0.09531017980432487,0.0,0.0,2,2,2,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,3,3.7013019741124933,0.0,0.03278982250041022,0.0,0.0,1,1,9,8,0,False,True,False,False,False,False,False,False,False,False,True,False,False
3,4.5308057706633225,0,0.0,11,6.282266746896006,0.015267471752000557,0.015267471752000557,3.813232314024344,0.0,1,1,1,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0,0.0,9,4.639571612705423,0.0,0.021978906501383937,0.0,0.0,2,2,1,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,4.135166556742356,0,0.0,15,7.5762955101200165,0.0,0.007265211322332775,0.0,0.0,2,10,2,4,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,14,6.065914722685576,0.01418463471026629,0.03278982250041022,0.0,0.0,1,8,4,11,0,False,False,False,False,False,False,False,True,False,False,False,False,True
7,4.9141243937154115,5,6.066881186315457,68,8.287914483709113,0.013423020812140687,0.01883003879900869,0.0,0.0,3,2,1,13,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,12,4.605170185988092,0.16290347100221253,0.17589066620559968,0.0,0.8,3,2,1,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
2,2.995732273553991,0,0.0,23,7.537294006557007,0.028170877383362988,0.04033207901124777,0.0,0.0,3,2,4,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True
9,6.358917655660842,0,0.0,57,7.5385992159092945,0.0034662077550329435,0.01039224210689635,1.7922043330947834,0.0,2,2,4,8,0,False,False,False,False,False,False,False,True,False,False,True,False,False
9,5.3442462984364365,0,0.0,13,5.185894936947252,0.0,0.030771658666753687,0.0,0.0,1,1,8,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,4.210645017918261,0,0.0,22,6.4653371702598825,0.0,0.00475060299556464,0.0,0.0,3,2,4,6,0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,3.7727609380946383,0,0.0,67,7.789352864434904,0.006134988414610708,0.010250315556227695,0.0,0.0,1,1,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True
5,5.14151734698416,3,4.672828834461906,90,8.474991238315962,0.004158010480613899,0.007451457803585257,3.75086831716527,0.0,3,2,6,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
6,4.06474409244581,0,0.0,36,7.5660059547888405,0.012422519998557155,0.01792177430650986,3.108867559803459,0.0,1,1,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,8,6.211101959092904,0.016529302279079415,0.0246926125903715,0.0,0.0,1,8,3,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,9,5.335613151291733,0.0,0.005540180817604321,0.0,0.0,2,4,3,4,0,False,False,False,True,False,False,False,False,False,False,True,False,False
1,6.421080115502659,0,0.0,4,6.86484777797086,0.15006069465770042,0.09193968880300966,0.0,0.0,3,2,8,10,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,4,4.519612297626445,0.0,0.0246926125903715,0.0,0.0,1,1,3,2,1,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0,0.0,5,0.0,0.18232155679395465,0.18232155679395465,0.0,0.6,3,2,8,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,85,7.655912059528755,0.0035231982417835675,0.01409625728394494,0.0,0.0,2,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,4.3254562831854875,0,0.0,8,6.698268054115413,0.0,0.036010437844576484,2.457635597000928,0.0,2,2,1,4,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,3,5.981414211254481,0.0,0.06453852145007118,0.0,0.0,1,1,3,3,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3.8607297110405954,0,0.0,40,7.757884840602091,0.01692906236423693,0.02987448347694078,2.34879233915803,0.0,1,1,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,5.952723718791551,0,0.0,11,4.536891345234797,0.0,0.016529302279079415,0.0,0.0,2,2,9,2,0,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,6,5.470167623474696,0.0,0.016529302279079415,0.0,0.0,1,1,1,3,1,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,2,5.269145989247757,106,8.636670484163725,0.008839322823134365,0.01708546169193618,0.0,1.0,3,2,8,2,1,False,False,False,False,False,False,True,False,False,False,False,False,True
2,3.6938669956249757,0,0.0,6,4.470495282661489,0.0,0.028170877383362988,0.0,0.0,1,1,3,3,0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0,0.0,3,4.014579593753238,0.0,0.06453852145007118,0.0,0.0,1,1,3,3,1,True,False,False,False,False,False,False,False,False,False,False,False,True
4,5.216293531069446,1,3.091042453358316,20,6.4806578707468585,0.0,0.004158010480613899,0.0,0.0,1,1,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,12,6.035481432524756,0.09531017980432487,0.11778303565638346,0.0,0.6,2,5,1,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
7,6.395261598115449,3,4.980176086611547,83,8.833700700855223,0.01144653474405372,0.03855287673863931,0.0,0.4,2,2,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0.0,0,0.0,7,4.48863636973214,0.06062462181643484,0.11034805746737283,0.0,0.8,3,2,1,6,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,12,6.2271952138618305,0.08004270736584411,0.11637110423906925,0.0,0.4,2,2,1,6,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,4.418840607796598,0,0.0,59,7.564301866314757,0.00787848804853726,0.02345166146551339,3.2139151828033685,0.0,2,2,9,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,2,4.127134385045092,0.0,0.048790164169432,0.0,0.0,3,2,3,15,0,False,False,False,False,False,False,True,False,False,False,False,False,True
